Barcode,UMAP-1,UMAP-2
aaebonkc-1,2.468547471001129,-6.949510182046523
aaeccboh-1,1.926584734350717,-3.6794848353034126
aaecjanl-1,0.6649349767244361,-4.206496689609118
aaedmife-1,-2.1530286644197862,-0.5041435580667454
aaeejpin-1,0.7290044153687658,-2.619921803548794
aaeekekb-1,5.585475045508695,-6.431482597451491
aaefmjne-1,3.0047556147529124,-6.929471125296598
aaeheach-1,2.059972816755391,-7.580289591708574
aaehglcg-1,4.13147400083328,-7.816820367977974
aaehjjka-1,3.1025998353933217,-6.4808351164543145
aaeimjbn-1,-0.6350616322221204,-7.892036040132668
aaejdofo-1,0.47864375156921135,-5.522836097603999
aaekfida-1,3.645418179506762,-5.755790371002932
aaeknjab-1,1.5266107934028352,-8.75704090594967
aaellobg-1,3.505922361871061,-7.958988856711996
aaemldfo-1,2.1090207439962736,-4.799423719540357
aaemobeg-1,6.327747338822466,-3.966837219050643
aaemolhh-1,0.5925672408135915,-4.518515837430473
aaenbiha-1,0.022823030855670556,-6.974437648275524
aaenjfdo-1,0.029779995035367574,-3.447072082880025
aaeopiek-1,-0.933367019296931,-5.1879729135211665
aaepfeem-1,2.8700716701877633,-7.735812840150121
aaepikgm-1,1.3038349436404808,-7.124286057883991
aaeppjib-1,2.4627554640365985,-6.749670322022996
aafaikan-1,1.579434031488405,-7.069183089656065
aafakido-1,0.7777082666602301,-8.105341869140636
aafakoai-1,2.4207259669935013,-8.144738512377351
aafannpl-1,4.233718306547376,-6.2842197450529085
aafbbagp-1,-7.609418038612395,3.6050306363251035
aafcagik-1,3.2151248736781124,-7.183943193254815
aafcgoph-1,1.6242405374613815,-7.3944525285665454
aafcmcei-1,8.179579224001602,-4.245458992502886
aafcpndj-1,4.480350295038896,-7.453293952049894
aafdikfc-1,-9.414238709235033,3.303059663671725
aafejell-1,2.392783695323225,-2.6841271525698627
aaffhglc-1,-7.4216558284525735,2.618309611411672
